time;Aug_16_D1;Nov_16_D2;Jul_17_D1
2.277666667;4.923930921;7.432993389;9.794984076
2.286166667;4.909539474;7.435043304;9.791003185
2.294666667;4.909539474;7.439143135;9.77906051
2.303166667;4.893092105;7.424793727;9.789012739
2.311666667;4.897203947;7.435043304;9.787022293
2.320166667;4.899259868;7.435043304;9.77906051
2.328666667;4.903371711;7.432993389;9.777070064
2.337166667;4.903371711;7.439143135;9.773089172
2.345666667;4.897203947;7.430943474;9.777070064
2.354166667;4.907483553;7.424793727;9.777070064
2.362666667;4.907483553;7.422743812;9.771098726
2.371166667;4.911595395;7.426843643;9.771098726
2.379666667;4.897203947;7.432993389;9.763136943
2.388166667;4.903371711;7.424793727;9.761146497
2.396666667;4.901315789;7.422743812;9.763136943
2.405166667;4.903371711;7.424793727;9.761146497
2.413666667;4.893092105;7.432993389;9.759156051
2.422166667;4.891036184;7.426843643;9.755175159
2.430666667;4.901315789;7.428893558;9.759156051
2.439166667;4.878700658;7.422743812;9.751194268
2.447666667;4.880756579;7.41454415;9.741242038
2.456166667;4.888980263;7.418643981;9.737261146
2.464666667;4.884868421;7.412494235;9.751194268
2.473166667;4.886924342;7.41454415;9.749203822
2.481666667;4.872532895;7.416594065;9.739251592
2.490166667;4.84375;7.41454415;9.741242038
2.498666667;4.845805921;7.404294573;9.739251592
2.507166667;4.849917763;7.408394404;9.741242038
2.515666667;4.854029605;7.410444319;9.731289809
2.524166667;4.829358553;7.41454415;9.735270701
2.532666667;4.837582237;7.410444319;9.727308917
2.541166667;4.837582237;7.410444319;9.725318471
2.549666667;4.841694079;7.418643981;9.727308917
2.558166667;4.835526316;7.416594065;9.725318471
2.566666667;4.810855263;7.404294573;9.723328025
2.575166667;4.810855263;7.402244657;9.717356688
2.583666667;4.817023026;7.406344488;9.723328025
2.592166667;4.808799342;7.408394404;9.719347134
2.600666667;4.802631579;7.400194742;9.717356688
2.609166667;4.8046875;7.408394404;9.713375796
2.617666667;4.788240132;7.404294573;9.707404459
2.626166667;4.775904605;7.408394404;9.701433121
2.634666667;4.792351974;7.396094911;9.707404459
2.643166667;4.780016447;7.408394404;9.699442675
2.651666667;4.763569079;7.404294573;9.699442675
2.660166667;4.771792763;7.404294573;9.703423567
2.668666667;4.775904605;7.400194742;9.697452229
2.677166667;4.780016447;7.396094911;9.691480892
2.685666667;4.792351974;7.406344488;9.691480892
2.694166667;4.802631579;7.394044996;9.699442675
2.702666667;4.788240132;7.406344488;9.689490446
2.711166667;4.790296053;7.394044996;9.689490446
2.719666667;4.792351974;7.39199508;9.685509554
2.728166667;4.790296053;7.404294573;9.683519108
2.736666667;4.771792763;7.404294573;9.683519108
2.745166667;4.771792763;7.385845334;9.685509554
2.753666667;4.780016447;7.383795418;9.679538217
2.762166667;4.771792763;7.39199508;9.677547771
2.770666667;4.780016447;7.394044996;9.671576433
2.779166667;4.775904605;7.39199508;9.669585987
2.787666667;4.773848684;7.381745503;9.667595541
2.796166667;4.753289474;7.389945165;9.66361465
2.804666667;4.765625;7.394044996;9.661624204
2.813166667;4.757401316;7.383795418;9.669585987
2.821666667;4.767680921;7.387895249;9.661624204
2.830166667;4.765625;7.385845334;9.657643312
2.838666667;4.753289474;7.387895249;9.65366242
2.847166667;4.749177632;7.381745503;9.657643312
2.855666667;4.755345395;7.377645672;9.657643312
2.864166667;4.761513158;7.375595757;9.651671975
2.872666667;4.757401316;7.383795418;9.647691083
2.881166667;4.755345395;7.389945165;9.635748408
2.889666667;4.747121711;7.375595757;9.643710191
2.898166667;4.747121711;7.387895249;9.639729299
2.906666667;4.761513158;7.383795418;9.639729299
2.915166667;4.765625;7.385845334;9.637738854
2.923666667;4.767680921;7.383795418;9.635748408
2.932166667;4.763569079;7.36944601;9.633757962
2.940666667;4.765625;7.379695588;9.633757962
2.949166667;4.757401316;7.371495926;9.621815287
2.957666667;4.761513158;7.371495926;9.621815287
2.966166667;4.755345395;7.367396095;9.621815287
2.974666667;4.749177632;7.373545841;9.615843949
2.983166667;4.757401316;7.377645672;9.611863057
2.991666667;4.749177632;7.377645672;9.611863057
3.000166667;4.753289474;7.373545841;9.601910828
3.008666667;4.738898026;7.36944601;9.615843949
3.017166667;4.728618421;7.371495926;9.601910828
3.025666667;4.728618421;7.371495926;9.597929936
3.034166667;4.691611842;7.361246349;9.601910828
3.042666667;4.697779605;7.379695588;9.59593949
3.051166667;4.693667763;7.371495926;9.59593949
3.059666667;4.689555921;7.367396095;9.591958599
3.068166667;4.683388158;7.363296264;9.589968153
3.076666667;4.6875;7.363296264;9.580015924
3.085166667;4.6875;7.367396095;9.578025478
3.093666667;4.660773026;7.36944601;9.589968153
3.102166667;4.675164474;7.365346179;9.578025478
3.110666667;4.652549342;7.36944601;9.580015924
3.119166667;4.660773026;7.373545841;9.574044586
3.127666667;4.658717105;7.363296264;9.578025478
3.136166667;4.646381579;7.365346179;9.568073248
3.144666667;4.644325658;7.359196433;9.574044586
3.153166667;4.640213816;7.365346179;9.574044586
3.161666667;4.654605263;7.359196433;9.570063694
3.170166667;4.650493421;7.365346179;9.576035032
3.178666667;4.646381579;7.365346179;9.560111465
3.187166667;4.656661184;7.359196433;9.552149682
3.195666667;4.656661184;7.355096602;9.558121019
3.204166667;4.650493421;7.365346179;9.54816879
3.212666667;4.660773026;7.357146518;9.54816879
3.221166667;4.6484375;7.357146518;9.552149682
3.229666667;4.656661184;7.365346179;9.54816879
3.238166667;4.662828947;7.361246349;9.552149682
3.246666667;4.660773026;7.357146518;9.54816879
3.255166667;4.654605263;7.363296264;9.538216561
3.263666667;4.654605263;7.361246349;9.532245223
3.272166667;4.650493421;7.355096602;9.538216561
3.280666667;4.658717105;7.348946856;9.538216561
3.289166667;4.646381579;7.355096602;9.536226115
3.297666667;4.656661184;7.348946856;9.534235669
3.306166667;4.654605263;7.348946856;9.530254777
3.314666667;4.640213816;7.346896941;9.536226115
3.323166667;4.650493421;7.355096602;9.534235669
3.331666667;4.636101974;7.350996771;9.532245223
3.340166667;4.623766447;7.344847025;9.532245223
3.348666667;4.619654605;7.344847025;9.528264331
3.357166667;4.613486842;7.344847025;9.524283439
3.365666667;4.603207237;7.361246349;9.524283439
3.374166667;4.613486842;7.348946856;9.522292994
3.382666667;4.619654605;7.350996771;9.522292994
3.391166667;4.621710526;7.350996771;9.518312102
3.399666667;4.619654605;7.346896941;9.510350318
3.408166667;4.615542763;7.353046687;9.518312102
3.416666667;4.594983553;7.350996771;9.516321656
3.425166667;4.582648026;7.338697279;9.512340764
3.433666667;4.586759868;7.338697279;9.506369427
3.442166667;4.601151316;7.338697279;9.512340764
3.450666667;4.605263158;7.34279711;9.510350318
3.459166667;4.582648026;7.336647363;9.516321656
3.467666667;4.557976974;7.348946856;9.510350318
3.476166667;4.533305921;7.346896941;9.496417197
3.484666667;4.535361842;7.34279711;9.506369427
3.493166667;4.539473684;7.34279711;9.504378981
3.501666667;4.539473684;7.34279711;9.494426752
3.510166667;4.547697368;7.334597448;9.488455414
3.518666667;4.541529605;7.338697279;9.494426752
3.527166667;4.543585526;7.348946856;9.49044586
3.535666667;4.539473684;7.332547532;9.488455414
3.544166667;4.53125;7.34279711;9.482484076
3.552666667;4.53125;7.344847025;9.480493631
3.561166667;4.525082237;7.344847025;9.474522293
3.569666667;4.525082237;7.330497617;9.474522293
3.578166667;4.539473684;7.338697279;9.472531847
3.586666667;4.529194079;7.332547532;9.460589172
3.595166667;4.535361842;7.338697279;9.476512739
3.603666667;4.535361842;7.338697279;9.46656051
3.612166667;4.523026316;7.330497617;9.440684713
3.620666667;4.529194079;7.328447702;9.464570064
3.629166667;4.520970395;7.332547532;9.458598726
3.637666667;4.53125;7.344847025;9.46656051
3.646166667;4.527138158;7.338697279;9.458598726
3.654666667;4.529194079;7.326397786;9.458598726
3.663166667;4.523026316;7.330497617;9.460589172
3.671666667;4.533305921;7.328447702;9.448646497
3.680166667;4.535361842;7.324347871;9.450636943
3.688666667;4.533305921;7.328447702;9.454617834
3.697166667;4.525082237;7.330497617;9.452627389
3.705666667;4.53125;7.330497617;9.45660828
3.714166667;4.527138158;7.332547532;9.454617834
3.722666667;4.512746711;7.328447702;9.450636943
3.731166667;4.498355263;7.328447702;9.454617834
3.739666667;4.494243421;7.322297955;9.446656051
3.748166667;4.500411184;7.32024804;9.448646497
3.756666667;4.494243421;7.324347871;9.446656051
3.765166667;4.488075658;7.316148209;9.452627389
3.773666667;4.496299342;7.318198124;9.446656051
3.782166667;4.453125;7.316148209;9.440684713
3.790666667;4.453125;7.326397786;9.436703822
3.799166667;4.457236842;7.324347871;9.440684713
3.807666667;4.451069079;7.318198124;9.446656051
3.816166667;4.461348684;7.322297955;9.436703822
3.824666667;4.461348684;7.324347871;9.424761146
3.833166667;4.457236842;7.318198124;9.424761146
3.841666667;4.436677632;7.318198124;9.430732484
3.850166667;4.432565789;7.322297955;9.424761146
3.858666667;4.428453947;7.305898632;9.422770701
3.867166667;4.430509868;7.303848716;9.414808917
3.875666667;4.442845395;7.316148209;9.416799363
3.884166667;4.432565789;7.32024804;9.410828025
3.892666667;4.422286184;7.307948547;9.40883758
3.901166667;4.418174342;7.312048378;9.414808917
3.909666667;4.412006579;7.312048378;9.412818471
3.918166667;4.418174342;7.299748885;9.412818471
3.926666667;4.4140625;7.303848716;9.402866242
3.935166667;4.416118421;7.305898632;9.402866242
3.943666667;4.409950658;7.301798801;9.416799363
3.952166667;4.401726974;7.29769897;9.40883758
3.960666667;4.393503289;7.307948547;9.396894904
3.969166667;4.379111842;7.303848716;9.392914013
3.977666667;4.385279605;7.303848716;9.402866242
3.986166667;4.375;7.291549224;9.392914013
3.994666667;4.375;7.293599139;9.390923567
4.003166667;4.358552632;7.299748885;9.392914013
4.011666667;4.385279605;7.289499308;9.39888535
4.020166667;4.377055921;7.295649054;9.396894904
4.028666667;4.372944079;7.291549224;9.388933121
4.037166667;4.360608553;7.291549224;9.392914013
4.045666667;4.366776316;7.303848716;9.392914013
4.054166667;4.364720395;7.29769897;9.384952229
4.062666667;4.366776316;7.29769897;9.388933121
4.071166667;4.370888158;7.291549224;9.376990446
4.079666667;4.364720395;7.303848716;9.380971338
4.088166667;4.362664474;7.299748885;9.392914013
4.096666667;4.360608553;7.287449393;9.373009554
4.105166667;4.368832237;7.29769897;9.378980892
4.113666667;4.368832237;7.295649054;9.384952229
4.122166667;4.370888158;7.295649054;9.373009554
4.130666667;4.354440789;7.281299646;9.375
4.139166667;4.354440789;7.29769897;9.378980892
4.147666667;4.368832237;7.29769897;9.371019108
4.156166667;4.350328947;7.287449393;9.380971338
4.164666667;4.352384868;7.29769897;9.373009554
4.173166667;4.370888158;7.295649054;9.371019108
4.181666667;4.364720395;7.287449393;9.371019108
4.190166667;4.348273026;7.291549224;9.371019108
4.198666667;4.340049342;7.289499308;9.367038217
4.207166667;4.342105263;7.293599139;9.361066879
4.215666667;4.331825658;7.287449393;9.359076433
4.224166667;4.337993421;7.285399477;9.359076433
4.232666667;4.3359375;7.287449393;9.359076433
4.241166667;4.331825658;7.281299646;9.353105096
4.249666667;4.340049342;7.273099985;9.353105096
4.258166667;4.333881579;7.281299646;9.355095541
4.266666667;4.3359375;7.281299646;9.355095541
4.275166667;4.319490132;7.279249731;9.35111465
4.283666667;4.323601974;7.273099985;9.35111465
4.292166667;4.327713816;7.281299646;9.347133758
4.300666667;4.327713816;7.271050069;9.345143312
4.309166667;4.315378289;7.264900323;9.34116242
4.317666667;4.321546053;7.271050069;9.34116242
4.326166667;4.319490132;7.260800492;9.343152866
4.334666667;4.315378289;7.269000154;9.339171975
4.343166667;4.321546053;7.264900323;9.34116242
4.351666667;4.305098684;7.269000154;9.345143312
4.360166667;4.305098684;7.254650746;9.34116242
4.368666667;4.288651316;7.264900323;9.331210191
4.377166667;4.294819079;7.264900323;9.337181529
4.385666667;4.284539474;7.2751499;9.331210191
4.394166667;4.284539474;7.264900323;9.333200637
4.402666667;4.280427632;7.269000154;9.323248408
4.411166667;4.292763158;7.266950238;9.329219745
4.419666667;4.284539474;7.271050069;9.321257962
4.428166667;4.276315789;7.266950238;9.319267516
4.436666667;4.286595395;7.269000154;9.329219745
4.445166667;4.272203947;7.2751499;9.31727707
4.453666667;4.274259868;7.273099985;9.31727707
4.462166667;4.278371711;7.2751499;9.323248408
4.470666667;4.253700658;7.273099985;9.313296178
4.479166667;4.263980263;7.264900323;9.319267516
4.487666667;4.259868421;7.273099985;9.31727707
4.496166667;4.274259868;7.266950238;9.311305732
4.504666667;4.2578125;7.273099985;9.313296178
4.513166667;4.259868421;7.2751499;9.307324841
4.521666667;4.272203947;7.271050069;9.303343949
4.530166667;4.278371711;7.271050069;9.307324841
4.538666667;4.261924342;7.258750577;9.299363057
4.547166667;4.270148026;7.273099985;9.305334395
4.555666667;4.278371711;7.264900323;9.299363057
4.564166667;4.259868421;7.2751499;9.295382166
4.572666667;4.268092105;7.2751499;9.291401274
4.581166667;4.272203947;7.271050069;9.29339172
4.589666667;4.274259868;7.269000154;9.295382166
4.598166667;4.263980263;7.2751499;9.287420382
4.606666667;4.276315789;7.260800492;9.297372611
4.615166667;4.253700658;7.266950238;9.297372611
4.623666667;4.259868421;7.2751499;9.28343949
4.632166667;4.241365132;7.273099985;9.287420382
4.640666667;4.251644737;7.2751499;9.29339172
4.649166667;4.247532895;7.258750577;9.291401274
4.657666667;4.2578125;7.264900323;9.285429936
4.666166667;4.239309211;7.250550915;9.279458599
4.674666667;4.249588816;7.262850407;9.279458599
4.683166667;4.249588816;7.266950238;9.271496815
4.691666667;4.247532895;7.260800492;9.289410828
4.700166667;4.239309211;7.266950238;9.281449045
4.708666667;4.249588816;7.262850407;9.277468153
4.717166667;4.239309211;7.269000154;9.275477707
4.725666667;4.231085526;7.271050069;9.277468153
4.734166667;4.245476974;7.260800492;9.275477707
4.742666667;4.245476974;7.248500999;9.273487261
4.751166667;4.241365132;7.264900323;9.269506369
4.759666667;4.239309211;7.266950238;9.269506369
4.768166667;4.239309211;7.254650746;9.269506369
4.776666667;4.235197368;7.254650746;9.275477707
4.785166667;4.233141447;7.264900323;9.269506369
4.793666667;4.237253289;7.260800492;9.261544586
4.802166667;4.233141447;7.258750577;9.263535032
4.810666667;4.224917763;7.262850407;9.265525478
4.819166667;4.235197368;7.262850407;9.257563694
4.827666667;4.222861842;7.258750577;9.25955414
4.836166667;4.216694079;7.260800492;9.251592357
4.844666667;4.214638158;7.25260083;9.255573248
4.853166667;4.21875;7.25260083;9.251592357
4.861666667;4.224917763;7.256700661;9.267515924
4.870166667;4.204358553;7.250550915;9.247611465
4.878666667;4.216694079;7.244401168;9.249601911
4.887166667;4.206414474;7.258750577;9.247611465
4.895666667;4.212582237;7.258750577;9.249601911
4.904166667;4.214638158;7.250550915;9.249601911
4.912666667;4.206414474;7.254650746;9.243630573
4.921166667;4.210526316;7.254650746;9.249601911
4.929666667;4.214638158;7.254650746;9.245621019
4.938166667;4.224917763;7.250550915;9.243630573
4.946666667;4.212582237;7.254650746;9.247611465
