time;Aug_16_D1;Nov_16_D2;Jul_17_D1
0.008;5.929276316;0.006149746;0.193073248
0.017;5.8984375;0.17793266;3.020501592
0.025;5.900493421;3.047814278;9.974124204
0.033666667;5.892269737;7.5539384;10.3383758
0.042166667;5.861430921;7.603136371;10.70262739
0.050666667;5.869654605;7.640034849;10.68869427
0.059166667;5.869654605;7.633885102;10.63694268
0.067666667;5.851151316;7.635935018;10.61504777
0.076166667;5.853207237;7.662583918;10.63694268
0.084666667;5.857319079;7.656434172;10.62699045
0.093166667;5.849095395;7.64823451;10.61902866
0.101666667;5.828536184;7.656434172;10.61703822
0.110166667;5.826480263;7.654384257;10.61305732
0.118666667;5.789473684;7.654384257;10.6031051
0.127166667;5.789473684;7.646184595;10.59514331
0.135666667;5.78125;7.644134679;10.59116242
0.144166667;5.783305921;7.642084764;10.58917197
0.152666667;5.777138158;7.629785271;10.58519108
0.161166667;5.775082237;7.633885102;10.57523885
0.169666667;5.764802632;7.635935018;10.56727707
0.178166667;5.760690789;7.635935018;10.56926752
0.186666667;5.752467105;7.623635525;10.56727707
0.195166667;5.754523026;7.637984933;10.56727707
0.203666667;5.740131579;7.62568544;10.54936306
0.212166667;5.731907895;7.631835187;10.55334395
0.220666667;5.729851974;7.62568544;10.54339172
0.229166667;5.727796053;7.631835187;10.54538217
0.237666667;5.727796053;7.633885102;10.54339172
0.246166667;5.713404605;7.629785271;10.53542994
0.254666667;5.713404605;7.629785271;10.52547771
0.263166667;5.701069079;7.637984933;10.52348726
0.271666667;5.701069079;7.62568544;10.52547771
0.280166667;5.701069079;7.631835187;10.51353503
0.288666667;5.696957237;7.615435863;10.51950637
0.297166667;5.686677632;7.62568544;10.51751592
0.305666667;5.690789474;7.627735356;10.49164013
0.314166667;5.692845395;7.631835187;10.49761146
0.322666667;5.690789474;7.629785271;10.48964968
0.331166667;5.692845395;7.62158561;10.49562102
0.339666667;5.682565789;7.627735356;10.49363057
0.348166667;5.674342105;7.629785271;10.48566879
0.356666667;5.680509868;7.623635525;10.47571656
0.365166667;5.662006579;7.629785271;10.47173567
0.373666667;5.672286184;7.635935018;10.47372611
0.382166667;5.662006579;7.629785271;10.47969745
0.390666667;5.655838816;7.62158561;10.47173567
0.399166667;5.6640625;7.631835187;10.45780255
0.407666667;5.637335526;7.605186286;10.45780255
0.416166667;5.643503289;7.615435863;10.45780255
0.424666667;5.635279605;7.607236202;10.4558121
0.433166667;5.639391447;7.613385948;10.46178344
0.441666667;5.622944079;7.607236202;10.44984076
0.450166667;5.625;7.611336032;10.44187898
0.458666667;5.592105263;7.607236202;10.44187898
0.467166667;5.598273026;7.607236202;10.43988854
0.475666667;5.608552632;7.609286117;10.43590764
0.484166667;5.577713816;7.611336032;10.41799363
0.492666667;5.565378289;7.607236202;10.42794586
0.501166667;5.538651316;7.592886793;10.41600318
0.509666667;5.518092105;7.609286117;10.41600318
0.518166667;5.513980263;7.596986624;10.40207006
0.526666667;5.524259868;7.588786963;10.39410828
0.535166667;5.520148026;7.601086455;10.39808917
0.543666667;5.534539474;7.603136371;10.39808917
0.552166667;5.534539474;7.603136371;10.39410828
0.560666667;5.536595395;7.59903654;10.39012739
0.569166667;5.522203947;7.596986624;10.3861465
0.577666667;5.526315789;7.594936709;10.38415605
0.586166667;5.513980263;7.59903654;10.3861465
0.594666667;5.497532895;7.590836878;10.37221338
0.603166667;5.487253289;7.594936709;10.36823248
0.611666667;5.487253289;7.596986624;10.37420382
0.620166667;5.476973684;7.586737047;10.37619427
0.628666667;5.470805921;7.590836878;10.36823248
0.637166667;5.460526316;7.582637216;10.36823248
0.645666667;5.46875;7.590836878;10.3602707
0.654166667;5.464638158;7.584687132;10.35230892
0.662666667;5.458470395;7.588786963;10.35031847
0.671166667;5.458470395;7.594936709;10.34633758
0.679666667;5.452302632;7.572387639;10.35429936
0.688166667;5.460526316;7.586737047;10.34235669
0.696666667;5.458470395;7.586737047;10.34235669
0.705166667;5.454358553;7.580587301;10.33638535
0.713666667;5.458470395;7.57648747;10.33041401
0.722166667;5.442023026;7.580587301;10.33240446
0.730666667;5.442023026;7.580587301;10.32245223
0.739166667;5.433799342;7.580587301;10.31449045
0.747666667;5.423519737;7.578537385;10.32245223
0.756166667;5.427631579;7.570337724;10.3125
0.764666667;5.417351974;7.578537385;10.30453822
0.773166667;5.423519737;7.570337724;10.30652866
0.781666667;5.423519737;7.574437554;10.29259554
0.790166667;5.421463816;7.574437554;10.30453822
0.798666667;5.423519737;7.572387639;10.29259554
0.807166667;5.425575658;7.566237893;10.30055732
0.815666667;5.400904605;7.566237893;10.27667197
0.824166667;5.405016447;7.574437554;10.2866242
0.832666667;5.402960526;7.566237893;10.27667197
0.841166667;5.398848684;7.564187977;10.27468153
0.849666667;5.407072368;7.560088146;10.27667197
0.858166667;5.407072368;7.566237893;10.26671975
0.866666667;5.400904605;7.564187977;10.26671975
0.875166667;5.400904605;7.560088146;10.26273885
0.883666667;5.402960526;7.564187977;10.26671975
0.892166667;5.402960526;7.562138062;10.25875796
0.900666667;5.405016447;7.566237893;10.25278662
0.909166667;5.400904605;7.572387639;10.25875796
0.917666667;5.409128289;7.572387639;10.24880573
0.926166667;5.382401316;7.566237893;10.24482484
0.934666667;5.374177632;7.564187977;10.24084395
0.943166667;5.365953947;7.564187977;10.24283439
0.951666667;5.357730263;7.555988315;10.23487261
0.960166667;5.349506579;7.551888485;10.2388535
0.968666667;5.355674342;7.5539384;10.23089172
0.977166667;5.353618421;7.551888485;10.21496815
0.985666667;5.3515625;7.547788654;10.2169586
0.994166667;5.314555921;7.5539384;10.21098726
1.002666667;5.316611842;7.549838569;10.20899682
1.011166667;5.296052632;7.547788654;10.20302548
1.019666667;5.304276316;7.551888485;10.20302548
1.028166667;5.318667763;7.539588992;10.20501592
1.036666667;5.306332237;7.5539384;10.19506369
1.045166667;5.308388158;7.549838569;10.19705414
1.053666667;5.314555921;7.547788654;10.1910828
1.062166667;5.298108553;7.545738738;10.18312102
1.070666667;5.287828947;7.545738738;10.18113057
1.079166667;5.298108553;7.543688823;10.18511146
1.087666667;5.283717105;7.545738738;10.18113057
1.096166667;5.275493421;7.533439246;10.17117834
1.104666667;5.281661184;7.535489161;10.17117834
1.113166667;5.275493421;7.545738738;10.16122611
1.121666667;5.2734375;7.541638907;10.14928344
1.130166667;5.275493421;7.535489161;10.15923567
1.138666667;5.283717105;7.535489161;10.15326433
1.147166667;5.281661184;7.537539077;10.14530255
1.155666667;5.271381579;7.543688823;10.13933121
1.164166667;5.271381579;7.533439246;10.13535032
1.172666667;5.269325658;7.533439246;10.13734076
1.181166667;5.277549342;7.533439246;10.13933121
1.189666667;5.269325658;7.533439246;10.13734076
1.198166667;5.277549342;7.535489161;10.13535032
1.206666667;5.2734375;7.527289499;10.12738854
1.215166667;5.267269737;7.533439246;10.12539809
1.223666667;5.267269737;7.529339415;10.12539809
1.232166667;5.232319079;7.527289499;10.11942675
1.240666667;5.234375;7.523189668;10.12539809
1.249166667;5.240542763;7.523189668;10.11146497
1.257666667;5.234375;7.527289499;10.10748408
1.266166667;5.222039474;7.533439246;10.09952229
1.274666667;5.217927632;7.533439246;10.09952229
1.283166667;5.226151316;7.523189668;10.10151274
1.291666667;5.226151316;7.517039922;10.0955414
1.300166667;5.226151316;7.525239584;10.09952229
1.308666667;5.224095395;7.523189668;10.10151274
1.317166667;5.232319079;7.525239584;10.0955414
1.325666667;5.236430921;7.521139753;10.09952229
1.334166667;5.222039474;7.512940091;10.08757962
1.342666667;5.230263158;7.519089838;10.07961783
1.351166667;5.222039474;7.517039922;10.07563694
1.359666667;5.222039474;7.521139753;10.07961783
1.368166667;5.211759868;7.521139753;10.0736465
1.376666667;5.209703947;7.519089838;10.07563694
1.385166667;5.205592105;7.523189668;10.06568471
1.393666667;5.203536184;7.529339415;10.07563694
1.402166667;5.207648026;7.512940091;10.06170382
1.410666667;5.201480263;7.517039922;10.06966561
1.419166667;5.197368421;7.521139753;10.05971338
1.427666667;5.201480263;7.53138933;10.06170382
1.436166667;5.209703947;7.525239584;10.05573248
1.444666667;5.207648026;7.519089838;10.05573248
1.453166667;5.211759868;7.512940091;10.04976115
1.461666667;5.213815789;7.510890176;10.05374204
1.470166667;5.189144737;7.514990007;10.0477707
1.478666667;5.189144737;7.504740429;10.04578025
1.487166667;5.166529605;7.506790345;10.04578025
1.495666667;5.158305921;7.50884026;10.04378981
1.504166667;5.15625;7.510890176;10.04179936
1.512666667;5.162417763;7.50884026;10.03383758
1.521166667;5.162417763;7.510890176;10.03582803
1.529666667;5.15625;7.510890176;10.0218949
1.538166667;5.168585526;7.498590683;10.00995223
1.546666667;5.152138158;7.502690514;10.01592357
1.555166667;5.139802632;7.502690514;10.00995223
1.563666667;5.141858553;7.504740429;10.00597134
1.572166667;5.148026316;7.500640599;10
1.580666667;5.133634868;7.510890176;9.998009554
1.589166667;5.133634868;7.496540768;9.998009554
1.597666667;5.123355263;7.498590683;9.998009554
1.606166667;5.113075658;7.502690514;9.990047771
1.614666667;5.1171875;7.48629119;9.986066879
1.623166667;5.121299342;7.496540768;9.992038217
1.631666667;5.106907895;7.492440937;9.988057325
1.640166667;5.113075658;7.490391021;9.984076433
1.648666667;5.096628289;7.496540768;9.986066879
1.657166667;5.106907895;7.488341106;9.982085987
1.665666667;5.096628289;7.492440937;9.980095541
1.674166667;5.111019737;7.48629119;9.980095541
1.682666667;5.106907895;7.490391021;9.978105096
1.691166667;5.098684211;7.490391021;9.972133758
1.699666667;5.102796053;7.480141444;9.972133758
1.708166667;5.106907895;7.484241275;9.968152866
1.716666667;5.108963816;7.484241275;9.962181529
1.725166667;5.096628289;7.478091529;9.962181529
1.733666667;5.088404605;7.48219136;9.952229299
1.742166667;5.104851974;7.478091529;9.952229299
1.750666667;5.111019737;7.484241275;9.950238854
1.759166667;5.102796053;7.480141444;9.938296178
1.767666667;5.104851974;7.478091529;9.940286624
1.776166667;5.096628289;7.471941782;9.940286624
1.784666667;5.098684211;7.467841952;9.938296178
1.793166667;5.090460526;7.465792036;9.934315287
1.801666667;5.080180921;7.471941782;9.928343949
1.810166667;5.084292763;7.461692205;9.922372611
1.818666667;5.080180921;7.461692205;9.932324841
1.827166667;5.074013158;7.471941782;9.928343949
1.835666667;5.074013158;7.473991698;9.922372611
1.844166667;5.082236842;7.467841952;9.920382166
1.852666667;5.080180921;7.465792036;9.930334395
1.861166667;5.082236842;7.461692205;9.916401274
1.869666667;5.074013158;7.455542459;9.922372611
1.878166667;5.074013158;7.461692205;9.910429936
1.886666667;5.078125;7.457592374;9.920382166
1.895166667;5.082236842;7.457592374;9.916401274
1.903666667;5.065789474;7.463742121;9.90843949
1.912166667;5.080180921;7.455542459;9.906449045
1.920666667;5.059621711;7.45964229;9.910429936
1.929166667;5.076069079;7.449392713;9.906449045
1.937666667;5.076069079;7.457592374;9.910429936
1.946166667;5.067845395;7.455542459;9.904458599
1.954666667;5.074013158;7.451442628;9.890525478
1.963166667;5.069901316;7.447342797;9.890525478
1.971666667;5.065789474;7.455542459;9.896496815
1.980166667;5.061677632;7.449392713;9.894506369
1.988666667;5.061677632;7.449392713;9.88455414
1.997166667;5.067845395;7.45964229;9.886544586
2.005666667;5.061677632;7.447342797;9.876592357
2.014166667;5.069901316;7.453492543;9.878582803
2.022666667;5.063733553;7.457592374;9.878582803
2.031166667;5.053453947;7.451442628;9.872611465
2.039666667;5.051398026;7.455542459;9.878582803
2.048166667;5.047286184;7.451442628;9.870621019
2.056666667;5.043174342;7.453492543;9.870621019
2.065166667;5.043174342;7.445292882;9.866640127
2.073666667;5.018503289;7.449392713;9.858678344
2.082166667;4.997944079;7.443242966;9.850716561
2.090666667;4.995888158;7.447342797;9.846735669
2.099166667;4.997944079;7.445292882;9.852707006
2.107666667;4.975328947;7.447342797;9.854697452
2.116166667;4.967105263;7.443242966;9.846735669
2.124666667;4.979440789;7.445292882;9.838773885
2.133166667;4.973273026;7.435043304;9.838773885
2.141666667;4.967105263;7.447342797;9.838773885
2.150166667;4.973273026;7.441193051;9.840764331
2.158666667;4.967105263;7.441193051;9.828821656
2.167166667;4.9609375;7.439143135;9.824840764
2.175666667;4.938322368;7.441193051;9.832802548
2.184166667;4.952713816;7.447342797;9.832802548
2.192666667;4.944490132;7.430943474;9.82683121
2.201166667;4.928042763;7.435043304;9.82683121
2.209666667;4.932154605;7.443242966;9.822850318
2.218166667;4.925986842;7.432993389;9.816878981
2.226666667;4.923930921;7.430943474;9.816878981
2.235166667;4.921875;7.430943474;9.804936306
2.243666667;4.915707237;7.428893558;9.804936306
2.252166667;4.913651316;7.43709322;9.80294586
2.260666667;4.928042763;7.441193051;9.798964968
2.269166667;4.919819079;7.432993389;9.791003185
